BillDate,InvoiceNo,StockCode,Description,Quantity,UnitPrice,Total
4/6/17,CC2417  ,2515,PPS ATTA 5KG  ,1.00,260.00,254.80
4/6/17,CC2417  ,474,PPS Basmati Rice  ,1.00,175.00,171.50
4/6/17,CC2417  ,462,PPS Channa Dal  ,4.00,105.00,411.60
4/6/17,CC2417  ,463,PPS Fried Gram  ,2.00,105.00,205.80
4/6/17,CC2417  ,496,PPS Honey  ,1.00,139.00,136.22
4/6/17,CC2417  ,2517,PPS JOWAR FLR 1KG  ,1.00,90.00,88.20
4/6/17,CC2417  ,477,PPS Kabuli Chana  ,2.00,135.00,264.60
4/6/17,CC2417  ,460,PPS Moong Dal  ,1.00,125.00,122.50
4/6/17,CC2417  ,476,PPS Moong Wh  ,2.00,95.00,186.20
4/6/17,CC2417  ,464,PPS Peanut  ,2.00,125.00,245.00
4/6/17,CC2417  ,484,PPS Poha  ,2.00,115.00,225.40
4/6/17,CC2417  ,2521,PPS RAVA IDLI MIX 250G  ,3.00,68.00,199.92
4/6/17,CC2417  ,2516,PPS RICE FLR 1KG  ,2.00,75.00,147.00
4/6/17,CC2417  ,469,PPS Rice PD 1KG  ,3.00,90.00,264.60
4/6/17,CC2417  ,468,PPS Rice SP RM 1KG  ,2.00,85.00,166.60
4/6/17,CC2417  ,2574,RAD HC DARK BROWN  ,1.00,600.00,588.00
4/6/17,CC2417  ,2579,RAD HENNA POWDER  ,1.00,90.00,88.20
4/6/17,CC2417  ,2104,SS PUMPKIN  ,1.22,58.00,69.34
4/6/17,CC2417  ,3055,TG Foxtail Millet 500g  ,1.00,60.00,58.80
4/6/17,CC2417  ,3100,TG SM Brown Rice 1Kg  ,1.00,85.00,83.30
4/6/17,CC2417  ,3109,TG Sugar 1Kg  ,2.00,129.00,252.84
4/6/17,CC2417  ,3112,TG Tur Dal 1Kg  ,5.00,199.00,975.10
4/6/17,CC2417  ,3118,TG Urad White Whl 1Kg  ,1.00,325.00,318.50
4/6/17,CC2417  ,3323,TO POHA RED  ,1.00,60.00,58.80
4/6/17,CC2418  ,682,24LM MixedFruit Juice  ,1.00,149.00,149.00
4/6/17,CC2418  ,3806,OP PANEER 200G  ,1.00,94.00,94.00
4/6/17,CC2418  ,2098,SS BITTER GOURD  ,0.25,83.00,20.34
4/6/17,CC2418  ,2598,SS CAPSICUM CLR  ,0.42,170.00,71.40
4/6/17,CC2418  ,2092,SS CARROT  ,0.41,130.00,53.30
4/6/17,CC2418  ,2119,SS LEMON  ,0.20,130.00,25.35
4/6/17,CC2418  ,2079,SS PALAK  ,2.00,28.00,56.00
4/6/17,CC2418  ,2124,SS POTATO  ,0.73,52.00,37.70
4/6/17,CC2418  ,2111,SS TOMATO FRM  ,0.64,46.00,29.21
4/6/17,CC2418  ,4000,VF MILK 1L  ,1.00,80.00,80.00
4/6/17,CC2419  ,3812,HHF EGGS P  ,1.00,130.00,130.00
4/6/17,CC2419  ,2076,SS CORIANDER  ,1.00,37.00,37.00
4/6/17,CC2419  ,4000,VF MILK 1L  ,2.00,80.00,160.00
4/6/17,CC2420  ,3894,G10 ATTA 2KG  ,1.00,110.00,110.00
4/6/17,CC2420  ,1349,OT Kala Chana  ,1.00,120.00,120.00
4/6/17,CC2420  ,2508,OT ROCK SALT 500G  ,1.00,35.00,35.00
4/6/17,CC2420  ,3660,SO TURMERIC POWDER 100G  ,1.00,39.00,39.00
4/6/17,CC2420  ,2103,SS BEANS  ,0.50,130.00,65.00
4/6/17,CC2420  ,2108,SS BRINJAL GREEN LONG  ,1.11,58.00,64.09
4/6/17,CC2420  ,2076,SS CORIANDER  ,1.00,37.00,37.00
4/6/17,CC2420  ,2090,SS GINGER  ,0.04,120.00,4.20
4/6/17,CC2420  ,2167,SS POMOGRANATE  ,0.57,200.00,114.00
4/6/17,CC2420  ,2124,SS POTATO  ,1.24,52.00,64.48
4/6/17,CC2420  ,2097,SS RIDGE GOURD  ,0.48,65.00,30.88
4/6/17,CC2420  ,3062,TG Gr Moong Whl 500g  ,1.00,119.00,119.00
4/6/17,CC2420  ,3083,TG Mustard  ,1.00,35.00,35.00
4/6/17,CC2420  ,3092,TG Peanuts 500g  ,1.00,105.00,105.00
4/6/17,CC2420  ,3338,TO CHICKPEA KABULI 500G  ,1.00,140.00,140.00
4/6/17,CC2420  ,4000,VF MILK 1L  ,1.00,80.00,80.00
4/6/17,CA2421  ,3862,G10 FOXTAIL MILLET  1KG  ,1.00,133.00,133.00
4/6/17,CA2421  ,3054,TG Foxtail Millet 1Kg  ,1.00,118.00,118.00
4/6/17,CC2422  ,3270,ARYA PEANUT CHIKKI 100G  ,2.00,48.00,96.00
4/6/17,CC2422  ,3812,HHF EGGS P  ,2.00,130.00,260.00
4/6/17,CC2423  ,3999,24LM CHATPAT MAZAA BITES  ,4.00,20.00,80.00
4/6/17,CC2423  ,3812,HHF EGGS P  ,2.00,130.00,260.00
4/6/17,CC2423  ,3925,OT IDLY RICE 1KG  ,2.00,99.00,198.00
4/6/17,CC2423  ,2079,SS PALAK  ,1.00,28.00,28.00
4/6/17,CC2423  ,2111,SS TOMATO FRM  ,0.59,46.00,27.14
4/6/17,CC2423  ,4000,VF MILK 1L  ,3.00,80.00,240.00
4/6/17,CC2424  ,3812,HHF EGGS P  ,1.00,130.00,130.00
4/6/17,CC2424  ,488,PPS GN Oil  ,1.00,340.00,340.00
4/6/17,CC2424  ,2103,SS BEANS  ,0.49,130.00,63.70
4/6/17,CC2424  ,2147,SS BEET ROOT  ,0.56,65.00,36.40
4/6/17,CC2424  ,2116,SS CAPSICUM GREEN  ,0.13,85.00,11.05
4/6/17,CC2424  ,2092,SS CARROT  ,0.57,130.00,73.45
4/6/17,CC2424  ,2114,SS CHILLI GREEN  ,0.11,85.00,9.35
4/6/17,CC2424  ,2119,SS LEMON  ,0.16,130.00,20.15
4/6/17,CC2424  ,2104,SS PUMPKIN  ,0.46,58.00,26.68
4/6/17,CC2424  ,2111,SS TOMATO FRM  ,1.07,46.00,49.22
4/6/17,CC2424  ,3465,SS TOMATO GREEN  ,0.43,44.00,18.92
4/6/17,CC2425  ,3694,SO CINNAMON STICK  ,1.00,52.00,52.00
4/6/17,CC2425  ,3659,SO CUMIN WHOLE 100G  ,1.00,69.00,69.00
4/6/17,CC2425  ,3661,SO FENNEL 100G  ,1.00,62.00,62.00
4/6/17,CC2425  ,3666,SO MUSTARD BLACK 50G  ,1.00,23.00,23.00
4/6/17,CC2426  ,2595,PPS RED POHA  ,1.00,125.00,125.00
4/6/17,CC2426  ,2079,SS PALAK  ,1.00,28.00,28.00
4/6/17,CC2426  ,3365,TO FLAXSEED  ,1.00,35.00,35.00
4/6/17,CC2426  ,2474,VIT ALOEVERA JUICE  ,2.00,275.00,550.00
4/6/17,CA2427  ,3304,LF SWEET ALMOND OIL  ,1.00,445.00,445.00
4/6/17,CA2428  ,559,24LM Dry Ginger Pwdr  ,1.00,50.00,50.00
4/6/17,CA2428  ,579,24LM Puffed Rice  ,1.00,40.00,40.00
4/6/17,CA2428  ,3823,ARYA COW GHEE 200ML  ,1.00,230.00,230.00
4/6/17,CA2428  ,3822,ARYA COW GHEE 500ML  ,1.00,555.00,555.00
4/6/17,CA2428  ,3270,ARYA PEANUT CHIKKI 100G  ,1.00,48.00,48.00
4/6/17,CA2428  ,4100,BRAGG A C V 1L  ,1.00,1250.00,1250.00
4/6/17,CA2428  ,1232,NRS Flax Seeds  ,1.00,140.00,140.00
4/6/17,CA2428  ,1231,NRS Honey Roasted Almonds  ,1.00,250.00,250.00
4/6/17,CA2428  ,3806,OP PANEER 200G  ,1.00,94.00,94.00
4/6/17,CA2428  ,486,PPS Chana Masala  ,1.00,65.00,65.00
4/6/17,CA2428  ,2568,PPS ORG CHAKLI  ,1.00,70.00,70.00
4/6/17,CA2428  ,2171,PPS SAFFRON 0.5  ,1.00,225.00,225.00
4/6/17,CA2428  ,2519,PPS SF OIL 1L  ,1.00,340.00,340.00
4/6/17,CA2428  ,3720,SO GARAM MASALA  ,1.00,114.00,114.00
4/6/17,CA2428  ,3737,SO WHEAT GRASS  ,1.00,340.00,340.00
4/6/17,CA2428  ,2092,SS CARROT  ,0.32,130.00,40.95
4/6/17,CA2428  ,2076,SS CORIANDER  ,1.00,37.00,37.00
4/6/17,CA2428  ,2077,SS CURRY LEAVES BUNCH  ,1.00,20.00,20.00
4/6/17,CA2428  ,2121,SS GARLIC  ,0.14,240.00,33.60
4/6/17,CA2428  ,2079,SS PALAK  ,2.00,28.00,56.00
4/6/17,CA2428  ,2124,SS POTATO  ,1.16,52.00,60.32
4/6/17,CA2428  ,2109,SS TOMATO NATI  ,0.95,48.00,45.36
4/6/17,CA2428  ,3124,TG Atta 1kg  ,1.00,59.00,59.00
4/6/17,CA2428  ,3051,TG Fenugreek  ,1.00,38.00,38.00
4/6/17,CA2428  ,3068,TG Jaggery Pwdr  ,1.00,69.00,69.00
4/6/17,CA2428  ,3096,TG Rock Salt  ,1.00,65.00,65.00
4/6/17,CA2428  ,3104,TG SM Rice HP 1Kg  ,1.00,85.00,85.00
4/6/17,CA2428  ,4000,VF MILK 1L  ,1.00,80.00,80.00
4/6/17,CA2428  ,2474,VIT ALOEVERA JUICE  ,1.00,275.00,275.00
4/6/17,CA2428  ,2475,VIT AMLA JUICE  ,1.00,195.00,195.00
4/6/17,CA2428  ,2479,VIT JAMUN JUICE  ,1.00,245.00,245.00
4/6/17,CA2428  ,2480,VIT KARELA JUICE  ,1.00,230.00,230.00
4/6/17,CA2428  ,2476,VIT SUGAR BALANCE  ,1.00,275.00,275.00
4/6/17,CA2428  ,2485,VIT TRIPHALA JUICE  ,1.00,200.00,200.00
4/6/17,CA2429  ,3805,OP MILK 1LTR  ,1.00,80.00,80.00
4/6/17,CA2429  ,2122,SS ONION  ,0.89,48.00,42.72
4/6/17,CA2429  ,2111,SS TOMATO FRM  ,0.45,46.00,20.47
4/6/17,CC2430  ,3270,ARYA PEANUT CHIKKI 100G  ,1.00,48.00,48.00
4/6/17,CC2430  ,1154,Arya Raisins  ,1.00,95.00,95.00
4/6/17,CC2430  ,3894,G10 ATTA 2KG  ,1.00,110.00,110.00
4/6/17,CC2430  ,3890,G10 RAGI FLOUR 1KG  ,1.00,95.00,95.00
4/6/17,CC2430  ,3812,HHF EGGS P  ,1.00,130.00,130.00
4/6/17,CC2430  ,3806,OP PANEER 200G  ,1.00,94.00,94.00
4/6/17,CC2430  ,2492,OT MIX DAL 500G  ,1.00,130.00,130.00
4/6/17,CC2430  ,494,PPS Rice PD 5KG  ,1.00,395.00,395.00
4/6/17,CC2430  ,3726,SO GULKAND  ,1.00,184.00,184.00
4/6/17,CC2430  ,2092,SS CARROT  ,0.31,130.00,40.30
4/6/17,CC2430  ,2122,SS ONION  ,1.06,48.00,50.64
4/6/17,CC2430  ,2079,SS PALAK  ,1.00,28.00,28.00
4/6/17,CC2430  ,2097,SS RIDGE GOURD  ,0.43,63.00,26.78
4/6/17,CC2430  ,2111,SS TOMATO FRM  ,0.99,46.00,45.31
4/6/17,CC2430  ,3034,TG Almonds  ,1.00,170.00,170.00
4/6/17,CC2430  ,3041,TG Cashew Whl  ,1.00,145.00,145.00
4/6/17,CC2430  ,3112,TG Tur Dal 1Kg  ,2.00,199.00,398.00
4/6/17,CC2430  ,3340,TO MOONG WHOLE 1KG  ,1.00,175.00,175.00
4/6/17,CC2430  ,3322,TO POHA WHITE  ,1.00,55.00,55.00
4/6/17,CC2430  ,3368,TO WHEAT SPAGHETTI  ,1.00,125.00,125.00
5/6/17,CA2431  ,3270,ARYA PEANUT CHIKKI 100G  ,1.00,48.00,48.00
5/6/17,CA2431  ,2158,NRS ANJEER AMARANTH BAR 1  ,1.00,70.00,70.00
5/6/17,CA2431  ,2154,NRS APRICOT BAR 1  ,1.00,70.00,70.00
5/6/17,CA2431  ,4008,NRS CHOCOLATE COCONUT COOKIES  ,1.00,220.00,220.00
5/6/17,CA2431  ,2156,NRS DATES BAR 1  ,1.00,70.00,70.00
5/6/17,CA2431  ,2932,NRS LIME DATE BAR 1  ,1.00,70.00,70.00
5/6/17,CA2431  ,1251,NRS Onion Poha  ,1.00,90.00,90.00
5/6/17,CA2431  ,4011,NRS T & H FLAX CRACKERS  ,1.00,125.00,125.00
5/6/17,CA2431  ,2574,RAD HC DARK BROWN  ,1.00,600.00,600.00
5/6/17,CC2432  ,2171,PPS SAFFRON 0.5  ,1.00,225.00,225.00
5/6/17,CA2433  ,4000,VF MILK 1L  ,2.00,80.00,128.00
5/6/17,CA2434  ,3726,SO GULKAND  ,1.00,184.00,184.00
5/6/17,CA2434  ,3075,TG Raisins  ,1.00,85.00,85.00
5/6/17,CC2435  ,3270,ARYA PEANUT CHIKKI 100G  ,1.00,48.00,48.00
5/6/17,CC2435  ,3555,SS MANGO RUMANI  ,1.09,87.00,94.83
5/6/17,CC2435  ,3065,TG Honey Herbal  ,1.00,165.00,165.00
5/6/17,CC2436  ,3805,OP MILK 1LTR  ,3.00,80.00,240.00
5/6/17,CC2436  ,3068,TG Jaggery Pwdr  ,1.00,69.00,69.00
5/6/17,CC2437  ,3109,TG Sugar 1Kg  ,1.00,129.00,129.00
5/6/17,CA2438  ,2463,ARYA SESAME OIL 500ML  ,1.00,255.00,255.00
5/6/17,CA2438  ,3807,OP CHEDDAR CHEESE 200G  ,1.00,144.00,144.00
5/6/17,CA2438  ,488,PPS GN Oil  ,1.00,340.00,340.00
5/6/17,CC2439  ,640,24LM Mixed Fruit Jam  ,1.00,160.00,160.00
5/6/17,CC2439  ,682,24LM MixedFruit Juice  ,1.00,149.00,149.00
5/6/17,CC2439  ,2164,KANSAL ODOURLESS EGG 6PCS  ,1.00,85.00,85.00
5/6/17,CC2439  ,2568,PPS ORG CHAKLI  ,1.00,70.00,70.00
5/6/17,CC2439  ,2122,SS ONION  ,0.80,48.00,38.16
5/6/17,CC2439  ,3368,TO WHEAT SPAGHETTI  ,1.00,125.00,125.00
5/6/17,CA2440  ,2183,OT BROWN SUGAR 1  ,1.00,140.00,140.00
5/6/17,CA2441  ,3568,OT RED RICE  ,1.00,99.00,99.00
5/6/17,CA2441  ,470,PPS Ragi Flr  ,1.00,85.00,85.00
5/6/17,CA2441  ,483,PPS Rava  ,1.00,85.00,85.00
5/6/17,CA2441  ,3104,TG SM Rice HP 1Kg  ,1.00,85.00,85.00
5/6/17,CA2441  ,3328,TO ATTA 1KG  ,1.00,59.00,59.00
5/6/17,CA2441  ,3314,TO WHEAT DALIYA 1KG  ,1.00,88.00,88.00
5/6/17,CA2442  ,3270,ARYA PEANUT CHIKKI 100G  ,1.00,48.00,48.00
5/6/17,CA2443  ,3996,24LM KICHDI RTC  ,1.00,99.00,99.00
5/6/17,CA2443  ,3995,24LM PONGAL RTC  ,2.00,99.00,198.00
5/6/17,CA2443  ,2282,ARYA GN OIL 500ML  ,1.00,165.00,165.00
5/6/17,CA2443  ,2525,PPS VEGETABLE UPMA 250G  ,2.00,90.00,180.00
5/6/17,CA2443  ,3099,TG SM Rice Kichidi Mix  ,1.00,75.00,75.00
5/6/17,CA2444  ,2691,24LM MANGO JUICE 200ML  ,1.00,25.00,25.00
5/6/17,CA2444  ,3812,HHF EGGS P  ,1.00,130.00,130.00
5/6/17,CA2444  ,4002,OP CURD  ,1.00,100.00,100.00
5/6/17,CA2444  ,2518,PPS SOYA FLR 1KG  ,1.00,125.00,125.00
5/6/17,CC2445  ,3805,OP MILK 1LTR  ,1.00,80.00,64.00
5/6/17,CC2445  ,3671,SO TURMERIC POWDER 250G  ,1.00,94.00,75.20
5/6/17,CC2445  ,4066,SS REDGLOBE GRAPES  ,1.00,150.00,120.00
5/6/17,CC2446  ,1212,Arya Almond 200  ,1.00,425.00,340.00
5/6/17,CC2446  ,3263,ARYA GN OIL 3LTR  ,2.00,888.00,1420.80
5/6/17,CC2446  ,3812,HHF EGGS P  ,2.00,130.00,208.00
5/6/17,CC2446  ,2580,RAD INDIGO LEAF POWDER  ,1.00,200.00,160.00
5/6/17,CC2446  ,4001,RE SH WOODEN COMB  ,2.00,120.00,192.00
5/6/17,CC2446  ,3697,SO ROCK SALT 1KG  ,3.00,63.00,151.20
5/6/17,CC2446  ,3088,TG Poha  ,1.00,59.00,47.20
5/6/17,CC2446  ,3112,TG Tur Dal 1Kg  ,4.00,199.00,636.80
5/6/17,CC2446  ,3114,TG Turmeric Pwdr  ,2.00,39.00,62.40
5/6/17,CC2447  ,3270,ARYA PEANUT CHIKKI 100G  ,1.00,48.00,48.00
5/6/17,CC2447  ,4002,OP CURD  ,1.00,100.00,100.00
5/6/17,CC2447  ,2152,SS MOSAMBI  ,0.44,125.00,54.38
5/6/17,CC2447  ,4000,VF MILK 1L  ,1.00,80.00,80.00
5/6/17,CA2448  ,2284,ARYA CORIANDER SEEDS200G  ,1.00,92.00,73.60
5/6/17,CA2448  ,2092,SS CARROT  ,0.24,130.00,24.96
6/6/17,CR2449  ,4002,OP CURD  ,3.00,100.00,240.00
6/6/17,CR2449  ,2103,SS BEANS  ,1.35,130.00,140.40
6/6/17,CR2449  ,2098,SS BITTER GOURD  ,1.09,83.00,72.38
6/6/17,CR2449  ,2110,SS CAULIFLOWER  ,1.00,65.00,52.00
6/6/17,CR2449  ,2114,SS CHILLI GREEN  ,0.38,85.00,25.50
6/6/17,CR2449  ,2077,SS CURRY LEAVES BUNCH  ,1.00,20.00,16.00
6/6/17,CR2449  ,2115,SS DRUMSTICK  ,0.33,125.00,32.51
6/6/17,CR2449  ,2293,SS GRAPES WHT  ,0.50,179.00,71.60
6/6/17,CR2449  ,2122,SS ONION  ,2.21,48.00,84.86
6/6/17,CR2449  ,2089,SS RADISH WHITE KG  ,0.82,52.00,34.11
6/6/17,CC2450  ,4000,VF MILK 1L  ,5.00,80.00,320.00
6/6/17,CA2451  ,4000,VF MILK 1L  ,1.00,80.00,64.00
6/6/17,CA2452  ,3274,ARYA ROCK SALT CRYSTAL  ,1.00,62.00,62.00
6/6/17,CA2452  ,3866,G10 MOONG DAL 1KG  ,1.00,200.00,200.00
6/6/17,CA2452  ,2495,OT SM RICE HP 5KG  ,1.00,495.00,495.00
6/6/17,CA2452  ,2116,SS CAPSICUM GREEN  ,0.33,85.00,27.63
6/6/17,CA2452  ,2095,SS CUCUMBER GREEN  ,0.61,60.00,36.60
6/6/17,CA2452  ,2089,SS RADISH WHITE KG  ,0.23,52.00,11.96
6/6/17,CA2452  ,3465,SS TOMATO GREEN  ,0.99,44.00,43.34
6/6/17,CA2452  ,3093,TG Chilli Pwdr  ,1.00,49.00,49.00
6/6/17,CA2452  ,3091,TG Peanuts 1Kg  ,1.00,207.00,207.00
6/6/17,CA2452  ,3110,TG Tamarind  ,1.00,117.00,117.00
6/6/17,CC2453  ,1150,Arya Coconut Oil 500  ,1.00,195.00,195.00
6/6/17,CC2453  ,3771,BNW SOAPNUT LIQUID 750ML  ,1.00,230.00,230.00
6/6/17,CC2453  ,3805,OP MILK 1LTR  ,1.00,80.00,80.00
6/6/17,CC2453  ,3806,OP PANEER 200G  ,2.00,94.00,188.00
6/6/17,CC2453  ,2129,SS BANANA YALAKKI  ,1.54,125.00,192.50
6/6/17,CC2453  ,2090,SS GINGER  ,0.15,120.00,17.40
6/6/17,CC2453  ,2119,SS LEMON  ,0.55,130.00,71.50
6/6/17,CC2453  ,2134,SS MANGO MALGOVA  ,2.08,174.00,361.92
6/6/17,CC2453  ,4103,SS MANGO MALLIKA BOX  ,4.14,210.00,869.40
6/6/17,CC2453  ,4066,SS REDGLOBE GRAPES  ,2.00,150.00,300.00
6/6/17,CC2453  ,2137,SS WATER MELON  ,3.85,35.00,134.75
6/6/17,CC2453  ,3065,TG Honey Herbal  ,1.00,165.00,165.00
6/6/17,CC2454  ,4066,SS REDGLOBE GRAPES  ,2.00,150.00,300.00
6/6/17,CC2454  ,3109,TG Sugar 1Kg  ,1.00,129.00,129.00
6/6/17,CC2455  ,1151,Arya Coconut Oil 150  ,1.00,85.00,85.00
6/6/17,CC2455  ,1176,Arya Sesame Wht  ,1.00,60.00,60.00
6/6/17,CC2455  ,3877,G10 SM RICE 1KG  ,1.00,90.00,90.00
6/6/17,CC2455  ,2098,SS BITTER GOURD  ,0.10,83.00,8.30
6/6/17,CC2455  ,2615,SS BRINJAL WHT RND  ,0.52,73.00,37.96
6/6/17,CC2455  ,2120,SS COCONUT  ,2.00,44.00,88.00
6/6/17,CC2455  ,2150,SS GUAVA  ,0.97,90.00,87.30
6/6/17,CC2455  ,2122,SS ONION  ,0.60,48.00,28.80
6/6/17,CC2455  ,2097,SS RIDGE GOURD  ,0.41,63.00,25.83
6/6/17,CC2455  ,2109,SS TOMATO NATI  ,0.68,48.00,32.64
6/6/17,CC2455  ,2137,SS WATER MELON  ,1.63,35.00,56.88
6/6/17,CC2455  ,3091,TG Peanuts 1Kg  ,1.00,207.00,207.00
6/6/17,CC2455  ,3355,TO JAGGERY POWDER  ,2.00,75.00,150.00
6/6/17,CC2456  ,1132,Arya Jaggry Lump  ,2.00,125.00,250.00
6/6/17,CC2456  ,2176,OT BROWN SUGAR 500G  ,1.00,70.00,70.00
6/6/17,CC2456  ,2105,SS ASHGOURD  ,0.83,60.00,49.50
6/6/17,CC2456  ,2129,SS BANANA YALAKKI  ,0.75,125.00,93.13
6/6/17,CC2456  ,2116,SS CAPSICUM GREEN  ,0.21,85.00,17.43
6/6/17,CC2456  ,2114,SS CHILLI GREEN  ,0.12,85.00,9.78
6/6/17,CC2456  ,2095,SS CUCUMBER GREEN  ,0.48,60.00,28.80
6/6/17,CC2456  ,2119,SS LEMON  ,0.15,130.00,19.50
6/6/17,CC2456  ,2152,SS MOSAMBI  ,0.48,125.00,59.38
6/6/17,CC2456  ,2122,SS ONION  ,1.36,48.00,65.28
6/6/17,CC2456  ,2131,SS PAPAYA  ,0.49,65.00,31.85
6/6/17,CC2456  ,2124,SS POTATO  ,0.35,52.00,18.20
6/6/17,CC2456  ,2109,SS TOMATO NATI  ,0.58,48.00,27.60
6/6/17,CA2457  ,3896,G10 RICE FLOUR 1KG  ,1.00,95.00,95.00
6/6/17,CA2457  ,3812,HHF EGGS P  ,1.00,130.00,130.00
6/6/17,CA2457  ,3727,SO SOYA NUGGET  ,1.00,81.00,81.00
6/6/17,CA2457  ,2129,SS BANANA YALAKKI  ,1.47,125.00,183.13
6/6/17,CA2457  ,2115,SS DRUMSTICK  ,0.17,125.00,20.63
6/6/17,CA2457  ,2080,SS METHI  ,1.00,35.00,35.00
6/6/17,CA2457  ,2122,SS ONION  ,2.77,48.00,132.72
6/6/17,CA2457  ,2079,SS PALAK  ,2.00,28.00,56.00
6/6/17,CA2457  ,4066,SS REDGLOBE GRAPES  ,1.00,150.00,150.00
6/6/17,CA2457  ,2109,SS TOMATO NATI  ,1.18,48.00,56.64
6/6/17,CA2457  ,2194,SS VALOR  ,0.46,87.00,39.59
6/6/17,CA2457  ,3069,TG Jowar Flour  ,1.00,59.00,59.00
6/6/17,CA2457  ,3091,TG Peanuts 1Kg  ,1.00,207.00,207.00
6/6/17,CC2458  ,3814,ARYA BARNYARD MILLET 1KG  ,1.00,122.00,122.00
6/6/17,CC2458  ,3869,G10 TOOR DAL 500G  ,1.00,135.00,135.00
6/6/17,CC2458  ,1347,OT Atta  ,2.00,60.00,120.00
6/6/17,CC2458  ,2098,SS BITTER GOURD  ,0.38,83.00,31.54
6/6/17,CC2458  ,2096,SS BOTTLE GOURD  ,0.70,52.00,36.40
6/6/17,CC2458  ,2615,SS BRINJAL WHT RND  ,0.45,73.00,32.85
6/6/17,CC2458  ,2106,SS COCCINIA  ,0.57,36.00,20.52
6/6/17,CC2458  ,2076,SS CORIANDER  ,1.00,37.00,37.00
6/6/17,CC2458  ,2115,SS DRUMSTICK  ,0.19,125.00,23.75
6/6/17,CC2458  ,2078,SS MINT  ,1.00,25.00,25.00
6/6/17,CC2458  ,2122,SS ONION  ,1.18,48.00,56.40
6/6/17,CC2458  ,2079,SS PALAK  ,1.00,28.00,28.00
6/6/17,CC2458  ,3470,SS RAW BANANA PCS  ,2.00,15.00,30.00
6/6/17,CC2458  ,2111,SS TOMATO FRM  ,1.15,46.00,52.90
6/6/17,CC2458  ,4000,VF MILK 1L  ,1.00,80.00,80.00
6/6/17,CC2459  ,2617,SS MANGO BANGANPALLI  ,0.57,145.00,82.65
6/6/17,CC2459  ,2124,SS POTATO  ,0.90,52.00,46.54
6/6/17,CC2459  ,4066,SS REDGLOBE GRAPES  ,1.00,150.00,150.00
6/6/17,CC2460  ,2129,SS BANANA YALAKKI  ,0.23,125.00,28.13
6/6/17,CC2460  ,3783,SS BRINJAL BIG  ,0.88,75.00,65.63
6/6/17,CC2460  ,4064,SS GRAPES THOMPSON SL  ,1.00,135.00,135.00
6/6/17,CC2460  ,2119,SS LEMON  ,0.17,130.00,22.10
6/6/17,CC2460  ,2080,SS METHI  ,1.00,35.00,35.00
6/6/17,CC2460  ,2152,SS MOSAMBI  ,0.49,125.00,61.25
6/6/17,CC2460  ,3958,SS PINEAPPLE KG  ,0.70,85.00,59.08
6/6/17,CC2460  ,2111,SS TOMATO FRM  ,0.49,46.00,22.31
6/6/17,SP2461  ,4077,BI TOOTHBRUSH A S PINK  ,1.00,146.00,146.00
6/6/17,SP2461  ,4101,KND V COCONUT OIL 250  ,1.00,140.00,140.00
6/6/17,SP2461  ,2081,SS AMARANTHUS  ,2.00,25.00,50.00
6/6/17,SP2461  ,3843,SS BABY CORN P  ,1.00,40.00,40.00
6/6/17,SP2461  ,2107,SS BHENDI  ,0.32,78.00,24.57
6/6/17,SP2461  ,2095,SS CUCUMBER GREEN  ,0.65,60.00,39.00
6/6/17,SP2461  ,2090,SS GINGER  ,0.33,120.00,39.00
6/6/17,SP2461  ,2097,SS RIDGE GOURD  ,0.35,63.00,21.74
6/6/17,SP2461  ,2099,SS SNAKE GOURD  ,0.28,65.00,17.88
6/6/17,SP2461  ,2111,SS TOMATO FRM  ,0.98,46.00,45.08
6/6/17,SP2461  ,2194,SS VALOR  ,0.34,87.00,29.58
6/6/17,CC2462  ,483,PPS Rava  ,1.00,85.00,68.00
6/6/17,CC2462  ,2105,SS ASHGOURD  ,0.55,60.00,26.40
6/6/17,CC2462  ,2112,SS BANANA STEM  ,1.00,25.00,20.00
6/6/17,CC2462  ,2129,SS BANANA YALAKKI  ,1.07,125.00,106.51
6/6/17,CC2462  ,2107,SS BHENDI  ,0.76,78.00,47.11
6/6/17,CC2462  ,3783,SS BRINJAL BIG  ,0.40,75.00,24.00
6/6/17,CC2462  ,2108,SS BRINJAL GREEN LONG  ,0.51,80.00,32.64
6/6/17,CC2462  ,2120,SS COCONUT  ,2.00,44.00,70.40
6/6/17,CC2462  ,2148,SS CORN PCS  ,1.00,25.00,20.00
6/6/17,CC2462  ,2115,SS DRUMSTICK  ,0.08,125.00,8.00
6/6/17,CC2462  ,2119,SS LEMON  ,0.20,130.00,20.28
6/6/17,CC2462  ,2152,SS MOSAMBI  ,3.06,125.00,305.50
6/6/17,CC2462  ,2122,SS ONION  ,2.06,48.00,78.91
6/6/17,CC2462  ,2124,SS POTATO  ,1.10,52.00,45.76
6/6/17,CC2462  ,2111,SS TOMATO FRM  ,2.07,46.00,76.18
6/6/17,CC2462  ,2109,SS TOMATO NATI  ,2.01,48.00,77.18
6/6/17,CC2462  ,2194,SS VALOR  ,0.27,87.00,18.79
6/6/17,CC2462  ,3109,TG Sugar 1Kg  ,2.00,129.00,206.40
6/6/17,CC2463  ,574,24LM Sesame Wht  ,1.00,60.00,60.00
6/6/17,CC2463  ,2456,ARYA BARNYARD MILLET  ,1.00,63.00,63.00
6/6/17,CC2463  ,1131,Arya Horse Gram  ,1.00,65.00,65.00
